dt,sku_id,page_price,discount_price,is_promotion,year,month,day,weekday,quarter,is_month_start,is_before_promotion,discount_price_change,discount_price_change_pct,discount_price_change_abs,discount_price_mean_7,discount_price_std_7,discount_price_min_7,discount_price_max_7,discount_price_trend_7,discount_price_lag_1,discount_price_lag_3,discount_price_lag_7,discount_price_lag_14,discount_price_lag_30,discount_price_change_lag_1,discount_price_change_lag_3,discount_price_change_lag_7,discount_price_change_lag_14,discount_price_promo_interaction,promo_freq_7,promo_freq_30,yhat,yhat_lower,yhat_upper,yhat_diff,yhat_residual
2025-05-01,231023,16.9,16.9,0,2025,5,1,3,2,1,0,0,0,0,16.785714285714285,0.1807015805810496,16.5,16.9,0,16.9,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,231023,16.9,16.9,0,2025,5,2,4,2,0,0,0,0,0,16.799999999999997,0.17320508075688712,16.5,16.9,0,16.9,16.5,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,231023,16.9,16.9,0,2025,5,3,5,2,0,0,0,0,0,16.81111111111111,0.166295883856619,16.5,16.9,0,16.9,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,231023,16.9,16.9,0,2025,5,4,6,2,0,0,0,0,0,16.82,0.15999999999999942,16.5,16.9,0,16.9,16.9,16.5,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,231023,16.9,16.9,0,2025,5,5,0,2,0,0,0,0,0,16.827272727272728,0.15427784316797347,16.5,16.9,0,16.9,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,231023,16.9,16.9,0,2025,5,6,1,2,0,0,0,0,0,16.833333333333332,0.14907119849998546,16.5,16.9,0,16.9,16.9,16.5,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,231023,16.9,16.9,0,2025,5,7,2,2,0,0,0,0,0,16.838461538461537,0.1443204849176435,16.5,16.9,0,16.9,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,293418,65.0,65.0,0,2025,5,1,3,2,1,0,0,0,0,63.607142857142854,2.367401917025221,58.5,65.0,0,65.0,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,293418,65.0,65.0,0,2025,5,2,4,2,0,0,0,0,0,63.78125,2.2619042723996965,58.5,65.0,0,65.0,58.5,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,293418,65.0,65.0,0,2025,5,3,5,2,0,0,0,0,0,63.916666666666664,2.1666666666666665,58.5,65.0,0,65.0,65.0,61.75,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,293418,65.0,65.0,0,2025,5,4,6,2,0,0,0,0,0,64.025,2.081015377165676,58.5,65.0,0,65.0,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,293418,65.0,65.0,0,2025,5,5,0,2,0,0,0,0,0,64.11363636363636,2.003870222287011,58.5,65.0,0,65.0,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,293418,65.0,65.0,0,2025,5,6,1,2,0,0,0,0,0,64.1875,1.9341368660636884,58.5,65.0,0,65.0,65.0,58.5,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,293418,65.0,65.0,0,2025,5,7,2,2,0,0,0,0,0,64.25,1.8708286933869707,58.5,65.0,0,65.0,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,1280273,10.9,10.9,0,2025,5,1,3,2,1,0,0,0,0,10.900000000000002,1.7763568394002505e-15,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,1280273,10.9,10.9,0,2025,5,2,4,2,0,0,0,0,0,10.9,0.0,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,1280273,10.9,10.9,0,2025,5,3,5,2,0,0,0,0,0,10.9,0.0,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,1280273,10.9,10.9,0,2025,5,4,6,2,0,0,0,0,0,10.900000000000002,1.7763568394002505e-15,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,1280273,10.9,10.9,0,2025,5,5,0,2,0,0,0,0,0,10.900000000000002,1.7763568394002505e-15,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,1280273,10.9,10.9,0,2025,5,6,1,2,0,0,0,0,0,10.9,0.0,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,1280273,10.9,10.9,0,2025,5,7,2,2,0,0,0,0,0,10.900000000000002,1.7763568394002505e-15,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,100011423920,33.6,33.6,0,2025,5,1,3,2,1,0,0,0,0,32.81948537074148,1.3305789426135444,29.9376,33.6,0,33.6,33.6,31.798797595190383,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,100011423920,33.6,33.6,0,2025,5,2,4,2,0,0,0,0,0,32.9170496993988,1.271128187790367,29.9376,33.6,0,33.6,33.6,33.6,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,100011423920,33.6,33.6,0,2025,5,3,5,2,0,0,0,0,0,32.992933066132274,1.2174988707880596,29.9376,33.6,0,33.6,33.6,33.6,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,100011423920,33.6,33.6,0,2025,5,4,6,2,0,0,0,0,0,33.053639759519044,1.169290756796949,29.9376,33.6,0,33.6,33.6,29.9376,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,100011423920,33.6,33.6,0,2025,5,5,0,2,0,0,0,0,0,33.10330887229004,1.125884743951424,29.9376,33.6,0,33.6,33.6,33.6,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,100011423920,33.6,33.6,0,2025,5,6,1,2,0,0,0,0,0,33.14469979959921,1.0866586628004768,29.9376,33.6,0,33.6,33.6,33.6,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,100011423920,33.6,33.6,0,2025,5,7,2,2,0,0,0,0,0,33.179722891937736,1.0510535683046238,29.9376,33.6,0,33.6,33.6,33.6,31.798797595190383,31.798797595190383,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,100030771718,79.9,79.9,0,2025,5,1,3,2,1,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,100030771718,79.9,79.9,0,2025,5,2,4,2,0,0,0,0,0,79.9,0.0,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,100030771718,79.9,79.9,0,2025,5,3,5,2,0,0,0,0,0,79.9,0.0,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,100030771718,79.9,79.9,0,2025,5,4,6,2,0,0,0,0,0,79.9,0.0,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,100030771718,79.9,79.9,0,2025,5,5,0,2,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,100030771718,79.9,79.9,0,2025,5,6,1,2,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,100030771718,79.9,79.9,0,2025,5,7,2,2,0,0,0,0,0,79.9,0.0,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,10025765269372,59.0,59.0,0,2025,5,1,3,2,1,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,10025765269372,59.0,59.0,0,2025,5,2,4,2,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,10025765269372,59.0,59.0,0,2025,5,3,5,2,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,10025765269372,59.0,59.0,0,2025,5,4,6,2,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,10025765269372,59.0,59.0,0,2025,5,5,0,2,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,10025765269372,59.0,59.0,0,2025,5,6,1,2,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,10025765269372,59.0,59.0,0,2025,5,7,2,2,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,10043211463452,190.8,190.8,0,2025,5,1,3,2,1,0,0,0,0,190.79999999999998,2.842170943040401e-14,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,10043211463452,190.8,190.8,0,2025,5,2,4,2,0,0,0,0,0,190.8,0.0,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,10043211463452,190.8,190.8,0,2025,5,3,5,2,0,0,0,0,0,190.8,0.0,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,10043211463452,190.8,190.8,0,2025,5,4,6,2,0,0,0,0,0,190.8,0.0,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,10043211463452,190.8,190.8,0,2025,5,5,0,2,0,0,0,0,0,190.8,0.0,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,10043211463452,190.8,190.8,0,2025,5,6,1,2,0,0,0,0,0,190.80000000000004,2.842170943040401e-14,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,10043211463452,190.8,190.8,0,2025,5,7,2,2,0,0,0,0,0,190.80000000000004,2.842170943040401e-14,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,231035,16.9,13.182,0,2025,5,1,3,2,1,0,0,0,0,16.368857142857145,1.3010289805239788,13.182,16.9,0,13.182,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,231035,16.9,13.182,0,2025,5,2,4,2,0,0,0,0,0,15.9705,1.6099412256352708,13.182,16.9,0,13.182,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,231035,16.9,13.182,0,2025,5,3,5,2,0,0,0,0,0,15.660666666666666,1.752682008301055,13.182,16.9,0,13.182,13.182,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,231035,16.9,13.182,0,2025,5,4,6,2,0,0,0,0,0,15.412799999999999,1.8214405727335703,13.182,16.9,0,13.182,13.182,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,231035,16.9,13.182,0,2025,5,5,0,2,0,0,0,0,0,15.209999999999997,1.8513022443674607,13.182,16.9,0,13.182,13.182,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,231035,16.9,13.182,0,2025,5,6,1,2,0,0,0,0,0,15.040999999999997,1.8589999999999989,13.182,16.9,0,13.182,13.182,16.9,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,231035,16.9,13.182,0,2025,5,7,2,2,0,0,0,0,0,14.897999999999996,1.8534918397446472,13.182,16.9,0,13.182,13.182,13.182,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,845323,16.7,16.7,0,2025,5,1,3,2,1,0,0,0,0,15.91047619047619,1.355613173006935,13.453333333333337,16.8,0,16.7,16.8,16.8,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,845323,16.7,16.7,0,2025,5,2,4,2,0,0,0,0,0,16.009166666666665,1.2946639954486683,13.453333333333337,16.8,0,16.7,14.12,16.7,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,845323,16.7,16.7,0,2025,5,3,5,2,0,0,0,0,0,16.085925925925924,1.2397787315303506,13.453333333333337,16.8,0,16.7,16.7,13.453333333333337,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,845323,16.7,16.7,0,2025,5,4,6,2,0,0,0,0,0,16.14733333333333,1.1904973750496044,13.453333333333337,16.8,0,16.7,16.7,16.8,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,845323,16.7,16.7,0,2025,5,5,0,2,0,0,0,0,0,16.197575757575752,1.1461601161868946,13.453333333333337,16.8,0,16.7,16.7,16.8,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,845323,16.7,16.7,0,2025,5,6,1,2,0,0,0,0,0,16.23944444444444,1.1061158546692187,13.453333333333337,16.8,0,16.7,16.7,14.12,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,845323,16.7,16.7,0,2025,5,7,2,2,0,0,0,0,0,16.27487179487179,1.0697843982677626,13.453333333333337,16.8,0,16.7,16.7,16.7,16.8,16.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,909718,12.9,12.9,0,2025,5,1,3,2,1,0,0,0,0,12.900000000000002,1.7763568394002505e-15,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,909718,12.9,12.9,0,2025,5,2,4,2,0,0,0,0,0,12.9,0.0,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,909718,12.9,12.9,0,2025,5,3,5,2,0,0,0,0,0,12.9,0.0,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,909718,12.9,12.9,0,2025,5,4,6,2,0,0,0,0,0,12.9,0.0,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,909718,12.9,12.9,0,2025,5,5,0,2,0,0,0,0,0,12.9,0.0,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,909718,12.9,12.9,0,2025,5,6,1,2,0,0,0,0,0,12.9,0.0,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,909718,12.9,12.9,0,2025,5,7,2,2,0,0,0,0,0,12.900000000000002,1.7763568394002505e-15,12.9,12.9,0,12.9,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,3895219,60.9,60.9,0,2025,5,1,3,2,1,0,0,0,0,60.89999999999999,7.105427357601002e-15,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,3895219,60.9,60.9,0,2025,5,2,4,2,0,0,0,0,0,60.9,0.0,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,3895219,60.9,60.9,0,2025,5,3,5,2,0,0,0,0,0,60.900000000000006,7.105427357601002e-15,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,3895219,60.9,60.9,0,2025,5,4,6,2,0,0,0,0,0,60.9,0.0,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,3895219,60.9,60.9,0,2025,5,5,0,2,0,0,0,0,0,60.9,0.0,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,3895219,60.9,60.9,0,2025,5,6,1,2,0,0,0,0,0,60.9,0.0,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,3895219,60.9,60.9,0,2025,5,7,2,2,0,0,0,0,0,60.89999999999999,7.105427357601002e-15,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,100005873819,82.0,82.0,0,2025,5,1,3,2,1,0,0,0,0,86.0,3.4641016151377544,82.0,89.0,0,82.0,89.0,82.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,100005873819,82.0,82.0,0,2025,5,2,4,2,0,0,0,0,0,85.5,3.5,82.0,89.0,0,82.0,82.0,89.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,100005873819,82.0,82.0,0,2025,5,3,5,2,0,0,0,0,0,85.11111111111111,3.478327964999673,82.0,89.0,0,82.0,82.0,89.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,100005873819,82.0,82.0,0,2025,5,4,6,2,0,0,0,0,0,84.8,3.4292856398964497,82.0,89.0,0,82.0,82.0,89.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,100005873819,82.0,82.0,0,2025,5,5,0,2,0,0,0,0,0,84.54545454545455,3.3673198504458424,82.0,89.0,0,82.0,82.0,89.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,100005873819,82.0,82.0,0,2025,5,6,1,2,0,0,0,0,0,84.33333333333333,3.299831645537222,82.0,89.0,0,82.0,82.0,82.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,100005873819,82.0,82.0,0,2025,5,7,2,2,0,0,0,0,0,84.15384615384616,3.230769230769231,82.0,89.0,0,82.0,82.0,82.0,82.0,82.0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,100023527711,59.7,59.7,0,2025,5,1,3,2,1,0,0,0,0,59.699999999999996,7.105427357601002e-15,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,100023527711,59.7,59.7,0,2025,5,2,4,2,0,0,0,0,0,59.7,0.0,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,100023527711,59.7,59.7,0,2025,5,3,5,2,0,0,0,0,0,59.70000000000001,7.105427357601002e-15,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,100023527711,59.7,59.7,0,2025,5,4,6,2,0,0,0,0,0,59.70000000000001,7.105427357601002e-15,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,100023527711,59.7,59.7,0,2025,5,5,0,2,0,0,0,0,0,59.70000000000002,1.4210854715202004e-14,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,100023527711,59.7,59.7,0,2025,5,6,1,2,0,0,0,0,0,59.70000000000002,1.4210854715202004e-14,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,100023527711,59.7,59.7,0,2025,5,7,2,2,0,0,0,0,0,59.70000000000002,1.4210854715202004e-14,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,100026719206,31.9,31.9,0,2025,5,1,3,2,1,0,0,0,0,31.900000000000002,3.552713678800501e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,100026719206,31.9,31.9,0,2025,5,2,4,2,0,0,0,0,0,31.9,0.0,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,100026719206,31.9,31.9,0,2025,5,3,5,2,0,0,0,0,0,31.899999999999995,3.552713678800501e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,100026719206,31.9,31.9,0,2025,5,4,6,2,0,0,0,0,0,31.899999999999995,3.552713678800501e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,100026719206,31.9,31.9,0,2025,5,5,0,2,0,0,0,0,0,31.89999999999999,7.105427357601002e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,100026719206,31.9,31.9,0,2025,5,6,1,2,0,0,0,0,0,31.89999999999999,7.105427357601002e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,100026719206,31.9,31.9,0,2025,5,7,2,2,0,0,0,0,0,31.89999999999999,7.105427357601002e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,100035494430,,49.9,0,2025,5,1,3,2,1,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,100035494430,,49.9,0,2025,5,2,4,2,0,0,0,0,0,49.9,0.0,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,100035494430,,49.9,0,2025,5,3,5,2,0,0,0,0,0,49.9,0.0,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,100035494430,,49.9,0,2025,5,4,6,2,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,100035494430,,49.9,0,2025,5,5,0,2,0,0,0,0,0,49.9,0.0,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,100035494430,,49.9,0,2025,5,6,1,2,0,0,0,0,0,49.9,0.0,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,100035494430,,49.9,0,2025,5,7,2,2,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,1742027,83.9,83.9,0,2025,5,1,3,2,1,0,0,0,0,83.85714285714286,0.10497813183356873,83.6,83.9,0,83.9,83.9,83.9,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,1742027,83.9,83.9,0,2025,5,2,4,2,0,0,0,0,0,83.86250000000001,0.09921567416492591,83.6,83.9,0,83.9,83.9,83.6,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,1742027,83.9,83.9,0,2025,5,3,5,2,0,0,0,0,0,83.86666666666667,0.09428090415820992,83.6,83.9,0,83.9,83.9,83.9,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,1742027,83.9,83.9,0,2025,5,4,6,2,0,0,0,0,0,83.87,0.09000000000000341,83.6,83.9,0,83.9,83.9,83.9,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,1742027,83.9,83.9,0,2025,5,5,0,2,0,0,0,0,0,83.87272727272727,0.08624393618641361,83.6,83.9,0,83.9,83.9,83.9,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,1742027,83.9,83.9,0,2025,5,6,1,2,0,0,0,0,0,83.875,0.08291561975888813,83.6,83.9,0,83.9,83.9,83.9,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,1742027,83.9,83.9,0,2025,5,7,2,2,0,0,0,0,0,83.87692307692308,0.07994080650318199,83.6,83.9,0,83.9,83.9,83.9,83.9,83.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,3334330,24.8,24.8,0,2025,5,1,3,2,1,0,0,0,0,23.58709142857143,1.960906383395398,19.78964,24.8,0,24.8,24.8,24.8,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,3334330,24.8,24.8,0,2025,5,2,4,2,0,0,0,0,0,23.738705,1.8776092083218496,19.78964,24.8,0,24.8,21.32,24.8,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,3334330,24.8,24.8,0,2025,5,3,5,2,0,0,0,0,0,23.856626666666667,1.801373800285648,19.78964,24.8,0,24.8,24.8,19.78964,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-04,3334330,24.8,24.8,0,2025,5,4,6,2,0,0,0,0,0,23.950964000000003,1.732209168565968,19.78964,24.8,0,24.8,24.8,24.8,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,3334330,24.8,24.8,0,2025,5,5,0,2,0,0,0,0,0,24.028149090909093,1.6695349174134728,19.78964,24.8,0,24.8,24.8,24.8,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,3334330,24.8,24.8,0,2025,5,6,1,2,0,0,0,0,0,24.092470000000002,1.6126304319031073,19.78964,24.8,0,24.8,24.8,21.32,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,3334330,24.8,24.8,0,2025,5,7,2,2,0,0,0,0,0,24.146895384615387,1.56079402936511,19.78964,24.8,0,24.8,24.8,24.8,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,7434016,39.9,39.9,0,2025,5,1,3,2,1,0,0,0,0,38.471428571428575,3.499271061118826,29.9,39.9,0,39.9,29.9,39.9,39.9,39.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,7434016,39.9,39.9,0,2025,5,2,4,2,0,0,0,0,0,38.65,3.307189138830738,29.9,39.9,0,39.9,39.9,39.9,39.9,39.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,7434016,39.9,39.9,0,2025,5,3,5,2,0,0,0,0,0,38.788888888888884,3.1426968052735442,29.9,39.9,0,39.9,39.9,39.9,39.9,39.9,0,0,0,0,0,0,0,0,0,0,0,0
